year,name,district,approval,same_as_president
2010,"Goodwin, Loraine",CA-19,0.56,True
2010,"Marsden, Les",CA-19,0.56,False
2010,"Costa, Jim",CA-20,0.56,True
2010,"Vidak, Andy",CA-20,0.56,False
2010,"Nunes, Devin G.",CA-21,0.56,False
2010,"McCarthy, Kevin",CA-22,0.56,False
2010,"Uebersax, John",CA-22,0.56,False
2010,"Capps, Lois",CA-23,0.56,True
2010,"Watson, Tom",CA-23,0.56,False
2010,"Hager, John V.",CA-23,0.56,False
2010,"Stafford, Darrell M.",CA-23,0.56,False
2010,"Gallegly, Elton",CA-24,0.56,False
2010,"Allison, Timothy J.",CA-24,0.56,True
2010,"McKeon, Howard P. ""Buck""",CA-25,0.56,False
2010,"Conaway, Jackie",CA-25,0.56,True
2010,"Dreier, David",CA-26,0.56,False
2010,"Warner, Russ",CA-26,0.56,True
2010,"Miller, David L.",CA-26,0.56,False
2010,"Weissbuch, Randall",CA-26,0.56,False
2010,"Sherman, Brad",CA-27,0.56,True
2010,"Reed, Mark",CA-27,0.56,False
2010,"Berman, Howard L.",CA-28,0.56,True
2010,"Froyd, Merlin",CA-28,0.56,False
2010,"Rodriquez, Carlos A.",CA-28,0.56,False
2010,"Schiff, Adam B.",CA-29,0.56,True
2010,"Colbert, John P.",CA-29,0.56,False
2010,"Cushing, William P.",CA-29,0.56,False
2010,"Waxman, Henry A.",CA-30,0.56,True
2010,"Wilkerson, Charles E.",CA-30,0.56,False
2010,"Miller, Erich D.",CA-30,0.56,False
2010,"Castaldo, Richard R.",CA-30,0.56,False
2010,"Becerra, Xavier",CA-31,0.56,True
2010,"Genoves, Sal",CA-31,0.56,False
2010,"Smith, Stephen C.",CA-31,0.56,False
2010,"Chu, Judy",CA-32,0.56,True
2010,"Schmerling, Edward ""Ed""",CA-32,0.56,False
2010,"Bass, Karen",CA-33,0.56,True
2010,"Andion, James L.",CA-33,0.56,False
2010,"Evans, Mervin Leon",CA-33,0.56,False
2010,"Roybal-Allard, Lucille",CA-34,0.56,True
2010,"Miller, Wayne",CA-34,0.56,False
2010,"Waters, Maxine",CA-35,0.56,True
2010,"Brown, K. Bruce",CA-35,0.56,False
2010,"Edmondson, Suleiman Charles",CA-35,0.56,False
2010,"Harman, Jane",CA-36,0.56,True
2010,"Fein, Mattie",CA-36,0.56,False
2010,"Peters, Herb",CA-36,0.56,False
2010,"Richardson, Laura",CA-37,0.56,True
2010,"Parker, Star",CA-37,0.56,False
2010,"Dibs, Nicholas",CA-37,0.56,False
2010,"Napolitano, Grace F.",CA-38,0.56,True
2010,"Vaughn, Robert",CA-38,0.56,False
2010,"Sanchez, Linda T.",CA-39,0.56,True
2010,"Andre, Larry S.",CA-39,0.56,False
2010,"Smith, John A.",CA-39,0.56,False
2010,"Royce, Ed",CA-40,0.56,False
2010,"Avalos, Christina",CA-40,0.56,True
2010,"Lewis, Jerry",CA-41,0.56,False
2010,"Meagher, Pat",CA-41,0.56,True
2010,"Zander, Pamela",CA-41,0.56,False
2010,"Miller, Gary G.",CA-42,0.56,False
2010,"Williamson, Michael",CA-42,0.56,True
2010,"Lambert, Mark",CA-42,0.56,False
2010,"Baca, Joe",CA-43,0.56,True
2010,"Folkens, Scott",CA-43,0.56,False
2010,"Calvert, Ken",CA-44,0.56,False
2010,"Hedrick, Bill",CA-44,0.56,True
2010,"Mack, Mary Bono",CA-45,0.56,False
2010,"Pougnet, Steve",CA-45,0.56,True
2010,"Lussenheide, Bill",CA-45,0.56,False
2010,"Rohrabacher, Dana",CA-46,0.56,False
2010,"Arnold, Ken",CA-46,0.56,True
2010,"Shah, Jay A.",CA-46,0.56,False
2010,"Sanchez, Loretta",CA-47,0.56,True
2010,"Tran, Van",CA-47,0.56,False
2010,"Iglesias, Cecilia ""Ceci""",CA-47,0.56,False
2010,"Campbell, John",CA-48,0.56,False
2010,"Krom, Beth",CA-48,0.56,True
2010,"Binkley, Mike",CA-48,0.56,False
2010,"Issa, Darrell",CA-49,0.56,False
2010,"Katz, Howard",CA-49,0.56,True
2010,"Clark, Dion",CA-49,0.56,False
2010,"Paster, Mike",CA-49,0.56,False
2010,"Bilbray, Brian P.",CA-50,0.56,False
2010,"Busby, Francine",CA-50,0.56,True
2010,"Grossmith, Lars",CA-50,0.56,False
2010,"Clark, Miriam E.",CA-50,0.56,False
2010,"Filner, Bob",CA-51,0.56,True
2010,"Popaditch, Nick",CA-51,0.56,False
2010,"Shapiro, Marcus Jay",CA-51,0.56,False
2010,"Hunter, Duncan D.",CA-52,0.56,False
2010,"Lutz, Ray",CA-52,0.56,True
2010,"Benoit, Michael",CA-52,0.56,False
2010,"Davis, Susan A.",CA-53,0.56,True
2010,"Crimmins, Michael",CA-53,0.56,False
2010,"Dekker, Paul",CA-53,0.56,False
2010,"DeGette, Diana",CO-01,0.49,True
2010,"Fallon, Mike",CO-01,0.49,False
2010,"Swing, Gary",CO-01,0.49,False
2010,"Jones, Clint",CO-01,0.49,False
2010,"Styskal, Chris",CO-01,0.49,False
2010,"Polis, Jared",CO-02,0.49,True
2010,"Bailey, Stephen",CO-02,0.49,False
2010,"Goss, Jenna",CO-02,0.49,False
2010,"Harris, Curtis",CO-02,0.49,False
2010,"Raibourn, Henry",CO-02,0.49,False
2010,"Tipton, Scott R.",CO-03,0.49,False
2010,"Salazar, John",CO-03,0.49,True
2010,"Gilman, Gregory",CO-03,0.49,False
2010,"Segrest, Jake",CO-03,0.49,False
2010,"Hargis, John W., Sr",CO-03,0.49,False
2010,"Fritz, James",CO-03,0.49,False
2010,"Gardner, Cory",CO-04,0.49,False
2010,"Markey, Betsy",CO-04,0.49,True
2010,"Aden, Doug",CO-04,0.49,False
2010,"Waszkiewicz, Ken ""Wasko""",CO-04,0.49,False
2010,"Lamborn, Doug",CO-05,0.49,False
2010,"Bradley, Kevin",CO-05,0.49,True
2010,"Scott, Brian ""Barron X""",CO-05,0.49,False
2010,"Klaver, Jerell",CO-05,0.49,False
2010,"Coffman, Mike",CO-06,0.49,False
2010,"Flerlage, John",CO-06,0.49,True
2010,"McNealy, Rob",CO-06,0.49,False
2010,"Kearns, Michael Shawn",CO-06,0.49,False
2010,"Perlmutter, Ed",CO-07,0.49,True
2010,"Frazier, Ryan",CO-07,0.49,False
2010,"Bailey, Buck",CO-07,0.49,False
2010,"Larson, John B.",CT-01,0.57,False
2010,"Brickley, Ann",CT-01,0.57,False
2010,"Krayeske, Kenneth J.",CT-01,0.57,False
2010,"Hutchinson, Christopher J.",CT-01,0.57,False
2010,"Stepanek, Daniel J.",CT-01,0.57,False
2010,"Courtney, Joe",CT-02,0.57,False
2010,"Peckinpaugh, Janet",CT-02,0.57,False
2010,"Deshefy, G. Scott",CT-02,0.57,False
2010,"Reale, Daniel",CT-02,0.57,False
2010,"Bianchi, Muriel P.",CT-02,0.57,False
2010,"DeLauro, Rosa L.",CT-03,0.57,False
2010,"Labriola, Jerry, Jr.",CT-03,0.57,False
2010,"Pillsbury, Charles A.",CT-03,0.57,False
2010,"Itshaky, Boaz",CT-03,0.57,False
2010,"Himes, Jim",CT-04,0.57,False
2010,"Debicella, Dan",CT-04,0.57,False
2010,"Flanagan, Eugene",CT-04,0.57,False
2010,"Murphy, Chris",CT-05,0.57,False
2010,"Caligiuri, Sam S. F.",CT-05,0.57,False
2010,"Pistone, John",CT-05,0.57,False
2010,"Smith, Elmon",CT-05,0.57,False
2010,"Carney, John C., Jr.",DE-00,,True
2010,"Urquhart, Glen",DE-00,,False
2010,"Lofland, Earl R.",DE-00,,False
2010,"Wangen, Brent A.",DE-00,,False
2010,"Brown, Jeffrey",DE-00,,False
2010,"Miller, Jeff",FL-01,0.47,False
2010,"Cantrell, Joe",FL-01,0.47,False
2010,"Krause, John",FL-01,0.47,False
2010,"Bryan, Jim",FL-01,0.47,False
2010,"Southerland, Steve",FL-02,0.47,False
2010,"Boyd, Allen",FL-02,0.47,True
2010,"McKain, Paul C.",FL-02,0.47,False
2010,"Berryhill, Dianne",FL-02,0.47,False
2010,"Netherwood, Ray",FL-02,0.47,False
2010,"Brown, Corinne",FL-03,0.47,True
2010,"Yost, Michael ""Mike""",FL-03,0.47,False
2010,"Martin-Back, Terry",FL-03,0.47,False
2010,"Crenshaw, Ander",FL-04,0.47,False
2010,"Stanley, Troy D.",FL-04,0.47,False
2010,"Pueschel, Deborah ""Deb"" Katz",FL-04,0.47,False
2010,"Koniz, Gary L.",FL-04,0.47,False
2010,"Nugent, Richard B. ""Rich""",FL-05,0.47,False
2010,"Piccillo, James ""Jim""",FL-05,0.47,True
2010,"Stearns, Clifford B. ""Cliff""",FL-06,0.47,False
2010,"Schonberg, Steve",FL-06,0.47,False
2010,"Mica, John L.",FL-07,0.47,False
2010,"Beaven, Heather",FL-07,0.47,True
2010,"Webster, Daniel",FL-08,0.47,False
2010,"Grayson, Alan",FL-08,0.47,True
2010,"Dunmire, Peg",FL-08,0.47,False
2010,"Metcalfe, George L.",FL-08,0.47,False
2010,"Gerritzen, Steven J.",FL-08,0.47,False
2010,"Bilirakis, Gus Michael",FL-09,0.47,False
2010,"de Palma, Anita",FL-09,0.47,True
2010,"Young, C.W. Bill",FL-10,0.47,False
2010,"Justice, Charlie",FL-10,0.47,True
2010,"Castor, Kathy",FL-11,0.47,True
2010,"Prendergast, Mike",FL-11,0.47,False
2010,"Ross, Dennis A.",FL-12,0.47,False
2010,"Edwards, Lori",FL-12,0.47,True
2010,"Wilkinson, Randy",FL-12,0.47,False
2010,"Buchanan, Vern",FL-13,0.47,False
2010,"Golden, James T.",FL-13,0.47,True
2010,"Mack, Connie",FL-14,0.47,False
2010,"Roach, James Lloyd",FL-14,0.47,True
2010,"St. Claire, William Maverick",FL-14,0.47,False
2010,"Posey, Bill",FL-15,0.47,False
2010,"Roberts, Shannon",FL-15,0.47,True
2010,"Rooney, Tom",FL-16,0.47,False
2010,"Horn, Jim",FL-16,0.47,True
2010,"Dean, William",FL-16,0.47,False
2010,"Wilson, Frederica S.",FL-17,0.47,True
2010,"Vereen, Roderick D.",FL-17,0.47,False
2010,"Ros-Lehtinen, Ileana",FL-18,0.47,False
2010,"Banciella, Rolando A.",FL-18,0.47,True
2010,"Deutch, Ted",FL-19,0.47,True
2010,"Budd, Joe",FL-19,0.47,False
2010,"Smilan, Stan",FL-19,0.47,False
2010,"Schultz, Debbie Wasserman",FL-20,0.47,True
2010,"Harrington, Karen",FL-20,0.47,False
2010,"Blumenthal, Stanley",FL-20,0.47,False
2010,"Kunst, Robert",FL-20,0.47,False
2010,"Schock, Clayton",FL-20,0.47,False
2010,"Diaz-Balart, Mario",FL-21,0.47,False
2010,"West, Allen",FL-22,0.47,False
2010,"Klein, Ron",FL-22,0.47,True
2010,"Hastings, Alcee L.",FL-23,0.47,True
2010,"Sansaricq, Bernard",FL-23,0.47,False
2010,"Adams, Sandra ""Sandy""",FL-24,0.47,False
2010,"Kosmas, Suzanne",FL-24,0.47,True
2010,"Ruiz, Nicholas, III",FL-24,0.47,False
2010,"Rivera, David",FL-25,0.47,False
2010,"Garcia, Joe",FL-25,0.47,True
2010,"Arrojo, Roly",FL-25,0.47,False
2010,"Porter, Craig",FL-25,0.47,False
2010,"Kingston, Jack",GA-01,0.47,False
2010,"Harris, Oscar L., II",GA-01,0.47,True
2010,"Bishop, Sanford",GA-02,0.47,True
2010,"Keown, Mike",GA-02,0.47,False
2010,"Westmoreland, Lynn",GA-03,0.47,False
2010,"Saunders, Frank",GA-03,0.47,True
2010,"Agrawal, Jagdish",GA-03,0.47,False
2010,"Johnson, Hank, Jr.",GA-04,0.47,True
2010,"Carter, Lisbeth ""Liz""",GA-04,0.47,False
2010,"Lewis, John",GA-05,0.47,True
2010,"Little, Fenn",GA-05,0.47,False
2010,"Price, Tom",GA-06,0.47,False
2010,"Greenberg, Sean",GA-06,0.47,False
2010,"Woodall, Rob",GA-07,0.47,False
2010,"Heckman, Doug",GA-07,0.47,True
2010,"Scott, Austin",GA-08,0.47,False
2010,"Marshall, Jim",GA-08,0.47,True
2010,"Graves, Tom",GA-09,0.47,False
2010,"Broun, Paul",GA-10,0.47,False
2010,"Edwards, Russell",GA-10,0.47,True
2010,"Gingrey, Phil",GA-11,0.47,False
2010,"Barrow, John",GA-12,0.47,True
2010,"Mckinney, Raymond",GA-12,0.47,False
2010,"Scott, David",GA-13,0.47,True
2010,"Crane, Mike",GA-13,0.47,False
2010,"Hanabusa, Colleen",HI-01,,True
2010,"Djou, Charles",HI-01,,False
2010,"Hirono, Mazie",HI-02,,True
2010,"Willoughby, John W.",HI-02,,False
2010,"Brock, Pat",HI-02,,False
2010,"Von Sonn, Andrew Vsevolod",HI-02,,False
2010,"Labrador, Raul R.",ID-01,0.34,False
2010,"Minnick, Walt",ID-01,0.34,True
2010,"Olson, Dave",ID-01,0.34,False
2010,"Washburn, Mike",ID-01,0.34,False
2010,"Simpson, Mike",ID-02,0.34,False
2010,"Crawford, Mike",ID-02,0.34,True
2010,"Schad, Brian",ID-02,0.34,False
2010,"Rush, Bobby L.",IL-01,0.54,True
2010,"Wardingley, Raymond G.",IL-01,0.54,False
2010,"Adams, Jeff",IL-01,0.54,False
2010,"Jackson, Jesse L., Jr.",IL-02,0.54,True
2010,"Hayes, Isaac C.",IL-02,0.54,False
2010,"Williams, Anthony W.",IL-02,0.54,False
2010,"Lipinski, Daniel William",IL-03,0.54,True
2010,"Bendas, Michael A.",IL-03,0.54,False
2010,"Schmidt, Laurel Lambert",IL-03,0.54,False
2010,"Gutierrez, Luis V.",IL-04,0.54,True
2010,"Vasquez, Israel",IL-04,0.54,False
2010,"Burns, Robert J.",IL-04,0.54,False
2010,"Quigley, Mike",IL-05,0.54,True
2010,"Ratowitz, David",IL-05,0.54,False
2010,"Reichel, Matthew",IL-05,0.54,False
2010,"Roskam, Peter J.",IL-06,0.54,False
2010,"Lowe, Benjamin S.",IL-06,0.54,True
2010,"Davis, Danny K.",IL-07,0.54,True
2010,"Weiman, Mark M.",IL-07,0.54,False
2010,"Clemons, Clarence Desmond",IL-07,0.54,False
2010,"Walsh, Joe",IL-08,0.54,False
2010,"Bean, Melissa",IL-08,0.54,True
2010,"Scheurer, Bill",IL-08,0.54,False
2010,"Schakowsky, Janice D.",IL-09,0.54,True
2010,"Pollak, Joel Barry",IL-09,0.54,False
2010,"Ribeiro, Simon",IL-09,0.54,False
2010,"Dold, Robert",IL-10,0.54,False
2010,"Seals, Daniel J.",IL-10,0.54,True
2010,"Brumfield, Author C.",IL-10,0.54,False
2010,"Kinzinger, Adam",IL-11,0.54,False
2010,"Halvorson, Deborah ""Debbie""",IL-11,0.54,True
2010,"Costello, Jerry F.",IL-12,0.54,True
2010,"Newman, Teri",IL-12,0.54,False
2010,"Jennings, Rodger W.",IL-12,0.54,False
2010,"Biggert, Judy",IL-13,0.54,False
2010,"Harper, Scott",IL-13,0.54,True
2010,"Hultgren, Randall M. ""Randy""",IL-14,0.54,False
2010,"Foster, Bill",IL-14,0.54,True
2010,"Kairis, Daniel J.",IL-14,0.54,False
2010,"Marks, Doug",IL-14,0.54,False
2010,"Johnson, Timothy V.",IL-15,0.54,False
2010,"Gill, David",IL-15,0.54,True
2010,"Manzullo, Donald A.",IL-16,0.54,False
2010,"Gaulrapp, George W.",IL-16,0.54,True
2010,"Campbell, Terry G.",IL-16,0.54,False
2010,"Schilling, Bobby",IL-17,0.54,False
2010,"Hare, Phil",IL-17,0.54,True
2010,"Davis, Roger K.",IL-17,0.54,False
2010,"Schock, Aaron",IL-18,0.54,False
2010,"Hirner, Deirdre ""DK""",IL-18,0.54,True
2010,"Schafer, Sheldon",IL-18,0.54,False
2010,"Shimkus, John M.",IL-19,0.54,False
2010,"Bagwell, Tim",IL-19,0.54,True
2010,"Visclosky, Peter J.",IN-01,0.45,True
2010,"Leyva, Mark",IN-01,0.45,False
2010,"Morris, Jon",IN-01,0.45,False
2010,"Donnelly, Joe",IN-02,0.45,True
2010,"Walorski, Jackie",IN-02,0.45,False
2010,"Vogel, Mark",IN-02,0.45,False
2010,"Stutzman, Marlin A. ",IN-03,0.45,False
2010,"Hayhurst, Thomas",IN-03,0.45,True
2010,"Wise, Scott",IN-03,0.45,False
2010,"Metzger, Tom",IN-03,0.45,False
2010,"Stephens, Wes",IN-03,0.45,False
2010,"Rokita, Todd",IN-04,0.45,False
2010,"Sanders, David",IN-04,0.45,True
2010,"Duncan, John",IN-04,0.45,False
2010,"Burton, Dan",IN-05,0.45,False
2010,"Crawford, Tim",IN-05,0.45,True
2010,"Reid, Richard (Chard)",IN-05,0.45,False
2010,"Trueblood, Jesse C.",IN-05,0.45,False
2010,"Pence, Mike",IN-06,0.45,False
2010,"Welsh, Barry",IN-06,0.45,True
2010,"Thompson, Talmage (T.J.), Jr.",IN-06,0.45,False
2010,"Carson, Andre D.",IN-07,0.45,True
2010,"Scott, Marvin B.",IN-07,0.45,False
2010,"Wilson, Dav",IN-07,0.45,False
2010,"Bucshon, Larry D.",IN-08,0.45,False
2010,"VanHaaften, W. Trent",IN-08,0.45,True
2010,"Cunningham, John",IN-08,0.45,False
2010,"Young, Todd",IN-09,0.45,False
2010,"Hill, Baron P.",IN-09,0.45,True
2010,"Knott, Greg ""No Bull""",IN-09,0.45,False
2010,"Lucas, Jerry R.",IN-09,0.45,False
2010,"Braley, Bruce",IA-01,0.48,True
2010,"Lange, Benjamin M.",IA-01,0.48,False
2010,"Petsche, Rob J.",IA-01,0.48,False
2010,"Faulkner, Jason A.",IA-01,0.48,False
2010,"Loebsack, Dave",IA-02,0.48,True
2010,"Miller-Meeks, Mariannette",IA-02,0.48,False
2010,"Sicard, Gary",IA-02,0.48,False
2010,"Tack, Jon",IA-02,0.48,False
2010,"Boswell, Leonard L.",IA-03,0.48,True
2010,"Zaun, Brad",IA-03,0.48,False
2010,"Williamson, Rebecca",IA-03,0.48,False
2010,"Latham, Tom",IA-04,0.48,False
2010,"Maske, Bill",IA-04,0.48,True
2010,"Lensing, Dan",IA-04,0.48,False
2010,"King, Steve",IA-05,0.48,False
2010,"Campbell, Matthew",IA-05,0.48,True
2010,"Monroe, Martin James",IA-05,0.48,False
2010,"Huelskamp, Tim",KS-01,0.42,False
2010,"Jilka, Alan",KS-01,0.42,True
2010,"Warner, Jack",KS-01,0.42,False
2010,"Jenkins, Lynn",KS-02,0.42,False
2010,"Hudspeth, Cheryl",KS-02,0.42,True
2010,"Garrard, Robert",KS-02,0.42,False
2010,"Yoder, Kevin",KS-03,0.42,False
2010,"Moore, Stephene",KS-03,0.42,True
2010,"Talbert, Jasmin",KS-03,0.42,False
2010,"Pompeo, Mike",KS-04,0.42,False
2010,"Goyle, Raj",KS-04,0.42,True
2010,"Ducey, Susan G.",KS-04,0.42,False
2010,"Smith, Shawn",KS-04,0.42,False
2010,"Whitfield, Edward",KY-01,0.4,False
2010,"Hatchett, Charles Kendall",KY-01,0.4,True
2010,"Guthrie, S. Brett",KY-02,0.4,False
2010,"Marksberry, Ed",KY-02,0.4,True
2010,"Yarmuth, John",KY-03,0.4,True
2010,"Lally, Todd",KY-03,0.4,False
2010,"Martin, Edward A.",KY-03,0.4,False
2010,"Hansen, Michael D.",KY-03,0.4,False
2010,"Davis, Geoff",KY-04,0.4,False
2010,"Waltz, John",KY-04,0.4,True
2010,"Rogers, Harold ""Hal""",KY-05,0.4,False
2010,"Holbert, James E. ""Jim""",KY-05,0.4,True
2010,"Chandler, Ben",KY-06,0.4,True
2010,"Barr, Garland ""Andy""",KY-06,0.4,False
2010,"Collins, C. Wes",KY-06,0.4,False
2010,"Vance, Randolph S.",KY-06,0.4,False
2010,"Scalise, ""Steve""",LA-01,0.43,False
2010,"Katz, Myron",LA-01,0.43,True
2010,"Wells, Arden",LA-01,0.43,False
2010,"Richmond, Cedric",LA-02,0.43,True
2010,"Cao, ""Joseph""",LA-02,0.43,False
2010,"Marquize, Anthony",LA-02,0.43,False
2010,"Radosta, ""Jack""",LA-02,0.43,False
2010,"Landry, ""Jeff""",LA-03,0.43,False
2010,"Sangisetty, Ravi",LA-03,0.43,True
2010,"Fleming, John",LA-04,0.43,False
2010,"Melville, David",LA-04,0.43,True
2010,"Cash, Artis",LA-04,0.43,False
2010,"Alexander, Rodney",LA-05,0.43,False
2010,"Gibbs, ""Tom,"" Jr.",LA-05,0.43,False
2010,"Cassidy, William ""Bill""",LA-06,0.43,False
2010,"McDonald, Merritt E., Sr.",LA-06,0.43,True
2010,"Boustany, Charles W., Jr.",LA-07,0.43,False
2010,"Pingree, Chellie",ME-01,0.48,True
2010,"Scontras, Dean Peter",ME-01,0.48,False
2010,"Horton, Walter",ME-01,0.48,False
2010,"Lowberg, Alan",ME-01,0.48,False
2010,"Michaud, Michael H.",ME-02,0.48,True
2010,"Levesque, Jason J.",ME-02,0.48,False
2010,"Harris, Andy",MD-01,0.6,False
2010,"Kratovil, Frank M., Jr.",MD-01,0.6,True
2010,"Davis, Richard James",MD-01,0.6,False
2010,"Wilson, Jack N.",MD-01,0.6,False
2010,"Kennedy, Michael",MD-01,0.6,False
2010,"Ruppersberger, C.A. Dutch",MD-02,0.6,True
2010,"Cardarelli, Marcelo",MD-02,0.6,False
2010,"Gaztanaga, Lorenzo",MD-02,0.6,False
2010,"Sarbanes, John",MD-03,0.6,True
2010,"Wilhelm, Jim",MD-03,0.6,False
2010,"McKinley, Jerry",MD-03,0.6,False
2010,"Lareau, Alain",MD-03,0.6,False
2010,"Edwards, Donna",MD-04,0.6,True
2010,"Broadus, Robert",MD-04,0.6,False
2010,"Hoyer, Steny H.",MD-05,0.6,True
2010,"Lollar, Charles",MD-05,0.6,False
2010,"Shickle, H. Gavin",MD-05,0.6,False
2010,"Bartlett, Roscoe G.",MD-06,0.6,False
