raceYear,State,AreaNumber,transition
1994,Pennsylvania,2,4.0
1994,Pennsylvania,3,4.0
1994,Pennsylvania,4,4.0
1994,Pennsylvania,5,0.0
1994,Pennsylvania,6,4.0
1994,Pennsylvania,7,0.0
1994,Pennsylvania,8,0.0
1994,Pennsylvania,9,0.0
1994,Pennsylvania,10,0.0
1994,Pennsylvania,11,4.0
1994,Pennsylvania,12,4.0
1994,Pennsylvania,13,3.0
1994,Pennsylvania,14,4.0
1994,Pennsylvania,15,4.0
1994,Pennsylvania,16,0.0
1994,Pennsylvania,17,0.0
1994,Pennsylvania,18,1.0
1994,Pennsylvania,19,0.0
1994,Pennsylvania,20,4.0
1994,Pennsylvania,21,0.0
1994,Rhode Island,1,1.0
1994,Rhode Island,2,4.0
1994,South Carolina,1,0.0
1994,South Carolina,2,0.0
1994,South Carolina,3,3.0
1994,South Carolina,4,0.0
1994,South Carolina,5,4.0
1994,South Carolina,6,4.0
1994,South Dakota,1,4.0
1994,Tennessee,1,0.0
1994,Tennessee,2,0.0
1994,Tennessee,3,3.0
1994,Tennessee,4,3.0
1994,Tennessee,5,4.0
1994,Tennessee,6,4.0
1994,Tennessee,7,0.0
1994,Tennessee,8,4.0
1994,Tennessee,9,4.0
1994,Texas,1,4.0
1994,Texas,2,4.0
1994,Texas,3,0.0
1994,Texas,4,4.0
1994,Texas,5,4.0
1994,Texas,6,0.0
1994,Texas,7,0.0
1994,Texas,8,0.0
1994,Texas,9,3.0
1994,Texas,10,4.0
1994,Texas,11,4.0
1994,Texas,12,4.0
1994,Texas,13,3.0
1994,Texas,14,4.0
1994,Texas,15,4.0
1994,Texas,16,4.0
1994,Texas,17,4.0
1994,Texas,18,4.0
1994,Texas,19,0.0
1994,Texas,20,4.0
1994,Texas,21,0.0
1994,Texas,22,0.0
1994,Texas,23,0.0
1994,Texas,24,4.0
1994,Texas,25,4.0
1994,Texas,26,0.0
1994,Texas,27,4.0
1994,Texas,28,4.0
1994,Texas,29,4.0
1994,Texas,30,4.0
1994,Utah,1,0.0
1994,Utah,2,3.0
1994,Utah,3,4.0
1994,Vermont,1,8.0
1994,Virginia,1,0.0
1994,Virginia,2,4.0
1994,Virginia,3,4.0
1994,Virginia,4,4.0
1994,Virginia,5,4.0
1994,Virginia,6,0.0
1994,Virginia,7,0.0
1994,Virginia,8,4.0
1994,Virginia,9,4.0
1994,Virginia,10,0.0
1994,Virginia,11,3.0
1994,Washington,1,3.0
1994,Washington,2,3.0
1994,Washington,3,3.0
1994,Washington,4,3.0
1994,Washington,5,3.0
1994,Washington,6,4.0
1994,Washington,7,4.0
1994,Washington,8,0.0
1994,Washington,9,3.0
1994,West Virginia,1,4.0
1994,West Virginia,2,4.0
1994,West Virginia,3,4.0
1994,Wisconsin,1,3.0
1994,Wisconsin,2,0.0
1994,Wisconsin,3,0.0
1994,Wisconsin,4,4.0
1994,Wisconsin,5,4.0
1994,Wisconsin,6,0.0
1994,Wisconsin,7,4.0
1994,Wisconsin,8,0.0
1994,Wisconsin,9,0.0
1994,Wyoming,1,0.0
1996,Alabama,1,0.0
1996,Alabama,2,0.0
1996,Alabama,3,3.0
1996,Alabama,4,3.0
1996,Alabama,5,4.0
1996,Alabama,6,0.0
1996,Alabama,7,4.0
1996,Alaska,1,0.0
1996,Arizona,1,0.0
1996,Arizona,2,4.0
1996,Arizona,3,0.0
1996,Arizona,4,0.0
1996,Arizona,5,0.0
1996,Arizona,6,0.0
1996,Arkansas,1,4.0
1996,Arkansas,2,4.0
1996,Arkansas,3,0.0
1996,Arkansas,4,0.0
1996,California,1,0.0
1996,California,2,0.0
1996,California,3,4.0
1996,California,4,0.0
1996,California,5,4.0
1996,California,6,4.0
1996,California,7,4.0
1996,California,8,4.0
1996,California,9,4.0
1996,California,10,1.0
1996,California,11,0.0
1996,California,12,4.0
1996,California,13,4.0
1996,California,14,4.0
1996,California,15,3.0
1996,California,16,4.0
1996,California,17,4.0
1996,California,18,4.0
1996,California,19,0.0
1996,California,20,4.0
1996,California,21,0.0
1996,California,22,1.0
1996,California,23,0.0
1996,California,24,4.0
1996,California,25,0.0
1996,California,26,4.0
1996,California,27,0.0
1996,California,28,0.0
1996,California,29,4.0
1996,California,30,4.0
1996,California,31,4.0
1996,California,32,4.0
1996,California,33,4.0
1996,California,34,4.0
1996,California,35,4.0
1996,California,36,4.0
1996,California,37,4.0
1996,California,38,0.0
1996,California,39,0.0
1996,California,40,0.0
1996,California,41,0.0
1996,California,42,4.0
1996,California,43,0.0
1996,California,44,0.0
1996,California,45,0.0
1996,California,46,1.0
1996,California,47,0.0
1996,California,48,0.0
1996,California,49,0.0
1996,California,50,4.0
1996,California,51,0.0
1996,California,52,0.0
1996,Colorado,1,4.0
1996,Colorado,2,4.0
1996,Colorado,3,0.0
1996,Colorado,4,0.0
1996,Colorado,5,0.0
1996,Colorado,6,0.0
1996,Connecticut,1,4.0
1996,Connecticut,2,4.0
1996,Connecticut,3,4.0
1996,Connecticut,4,0.0
1996,Connecticut,5,1.0
1996,Connecticut,6,0.0
1996,Delaware,1,0.0
1996,Florida,1,0.0
1996,Florida,2,4.0
1996,Florida,3,4.0
1996,Florida,4,0.0
1996,Florida,5,4.0
1996,Florida,6,0.0
1996,Florida,7,0.0
1996,Florida,8,0.0
1996,Florida,9,0.0
1996,Florida,10,0.0
1996,Florida,11,4.0
1996,Florida,12,0.0
1996,Florida,13,0.0
1996,Florida,14,0.0
1996,Florida,15,0.0
1996,Florida,16,0.0
1996,Florida,17,4.0
1996,Florida,18,0.0
1996,Florida,19,4.0
1996,Florida,20,4.0
1996,Florida,21,0.0
1996,Florida,22,0.0
1996,Florida,23,4.0
1996,Georgia,1,0.0
1996,Georgia,2,4.0
1996,Georgia,3,0.0
1996,Georgia,4,1.0
1996,Georgia,5,4.0
1996,Georgia,6,0.0
1996,Georgia,7,0.0
1996,Georgia,8,0.0
1996,Georgia,9,3.0
1996,Georgia,10,0.0
1996,Georgia,11,3.0
1996,Hawaii,1,4.0
1996,Hawaii,2,4.0
1996,Idaho,1,0.0
1996,Idaho,2,0.0
1996,Illinois,1,4.0
1996,Illinois,2,4.0
1996,Illinois,3,4.0
1996,Illinois,4,4.0
1996,Illinois,5,1.0
1996,Illinois,6,0.0
1996,Illinois,7,4.0
1996,Illinois,8,0.0
1996,Illinois,9,4.0
1996,Illinois,10,0.0
1996,Illinois,11,0.0
1996,Illinois,12,4.0
1996,Illinois,13,0.0
1996,Illinois,14,0.0
1996,Illinois,15,0.0
1996,Illinois,16,0.0
1996,Illinois,17,4.0
1996,Illinois,18,0.0
1996,Illinois,19,4.0
1996,Illinois,20,3.0
1996,Indiana,1,4.0
1996,Indiana,2,0.0
1996,Indiana,3,4.0
1996,Indiana,4,0.0
1996,Indiana,5,0.0
1996,Indiana,6,0.0
1996,Indiana,7,0.0
1996,Indiana,8,0.0
1996,Indiana,9,4.0
1996,Indiana,10,4.0
1996,Iowa,1,0.0
1996,Iowa,2,0.0
1996,Iowa,3,1.0
1996,Iowa,4,0.0
1996,Iowa,5,0.0
1996,Kansas,1,0.0
1996,Kansas,2,0.0
1996,Kansas,3,0.0
1996,Kansas,4,0.0
1996,Kentucky,1,0.0
1996,Kentucky,2,0.0
1996,Kentucky,3,3.0
1996,Kentucky,4,0.0
1996,Kentucky,5,0.0
1996,Kentucky,6,4.0
1996,Louisiana,1,0.0
1996,Louisiana,2,4.0
1996,Louisiana,3,3.0
1996,Louisiana,4,3.0
1996,Louisiana,5,0.0
1996,Louisiana,5,0.0
1996,Louisiana,6,0.0
1996,Louisiana,7,4.0
1996,Louisiana,7,4.0
1996,Maine,1,1.0
1996,Maine,2,4.0
1996,Maryland,1,0.0
1996,Maryland,2,0.0
1996,Maryland,3,4.0
1996,Maryland,4,4.0
1996,Maryland,5,4.0
1996,Maryland,6,0.0
1996,Maryland,7,4.0
1996,Maryland,8,0.0
1996,Massachusetts,1,4.0
1996,Massachusetts,2,4.0
1996,Massachusetts,3,1.0
1996,Massachusetts,4,4.0
1996,Massachusetts,5,4.0
1996,Massachusetts,6,1.0
1996,Massachusetts,7,4.0
1996,Massachusetts,8,4.0
1996,Massachusetts,9,4.0
1996,Massachusetts,10,4.0
1996,Michigan,1,4.0
1996,Michigan,2,0.0
1996,Michigan,3,0.0
1996,Michigan,4,0.0
1996,Michigan,5,4.0
1996,Michigan,6,0.0
1996,Michigan,7,0.0
1996,Michigan,8,1.0
1996,Michigan,9,4.0
1996,Michigan,10,4.0
1996,Michigan,11,0.0
1996,Michigan,12,4.0
1996,Michigan,13,4.0
1996,Michigan,14,4.0
1996,Michigan,15,4.0
1996,Michigan,16,4.0
1996,Minnesota,1,0.0
1996,Minnesota,2,4.0
1996,Minnesota,3,0.0
1996,Minnesota,4,4.0
1996,Minnesota,5,4.0
1996,Minnesota,6,4.0
1996,Minnesota,7,4.0
1996,Minnesota,8,4.0
1996,Mississippi,1,0.0
1996,Mississippi,2,4.0
1996,Mississippi,3,3.0
1996,Mississippi,4,3.0
1996,Mississippi,5,4.0
1996,Missouri,1,4.0
1996,Missouri,2,0.0
1996,Missouri,3,4.0
1996,Missouri,4,4.0
1996,Missouri,5,4.0
1996,Missouri,6,4.0
1996,Missouri,7,0.0
1996,Missouri,8,2.0
1996,Missouri,9,3.0
1996,Montana,1,3.0
1996,Nebraska,1,0.0
1996,Nebraska,2,0.0
1996,Nebraska,3,0.0
1996,Nevada,1,0.0
1996,Nevada,2,0.0
1996,New Hampshire,1,0.0
1996,New Hampshire,2,0.0
1996,New Jersey,1,4.0
1996,New Jersey,2,0.0
1996,New Jersey,3,0.0
1996,New Jersey,4,0.0
1996,New Jersey,5,0.0
1996,New Jersey,6,4.0
1996,New Jersey,7,0.0
1996,New Jersey,8,1.0
1996,New Jersey,9,4.0
1996,New Jersey,10,4.0
1996,New Jersey,11,0.0
1996,New Jersey,12,0.0
1996,New Jersey,13,4.0
1996,New Mexico,1,0.0
1996,New Mexico,2,0.0
1996,New Mexico,3,4.0
1996,New York,1,0.0
1996,New York,2,0.0
1996,New York,3,0.0
1996,New York,4,1.0
1996,New York,5,4.0
1996,New York,6,4.0
1996,New York,7,4.0
1996,New York,8,4.0
1996,New York,9,4.0
1996,New York,10,4.0
1996,New York,11,4.0
1996,New York,12,4.0
1996,New York,13,0.0
1996,New York,14,4.0
1996,New York,15,4.0
1996,New York,16,4.0
1996,New York,17,4.0
1996,New York,18,4.0
1996,New York,19,0.0
1996,New York,20,0.0
1996,New York,21,4.0
1996,New York,22,0.0
1996,New York,23,0.0
1996,New York,24,0.0
1996,New York,25,0.0
1996,New York,26,4.0
1996,New York,27,0.0
1996,New York,28,4.0
1996,New York,29,4.0
1996,New York,30,0.0
1996,New York,31,0.0
1996,North Carolina,1,4.0
1996,North Carolina,2,1.0
1996,North Carolina,3,0.0
1996,North Carolina,4,1.0
1996,North Carolina,5,0.0
1996,North Carolina,6,0.0
1996,North Carolina,7,4.0
1996,North Carolina,8,4.0
1996,North Carolina,9,0.0
1996,North Carolina,10,0.0
1996,North Carolina,11,0.0
1996,North Carolina,12,4.0
1996,North Dakota,1,4.0
1996,Ohio,1,0.0
1996,Ohio,2,0.0
1996,Ohio,3,4.0
1996,Ohio,4,0.0
1996,Ohio,5,0.0
1996,Ohio,6,1.0
1996,Ohio,7,0.0
1996,Ohio,8,0.0
1996,Ohio,9,4.0
1996,Ohio,10,1.0
1996,Ohio,11,4.0
1996,Ohio,12,0.0
1996,Ohio,13,4.0
1996,Ohio,14,4.0
1996,Ohio,15,0.0
1996,Ohio,16,0.0
1996,Ohio,17,4.0
1996,Ohio,18,0.0
1996,Ohio,19,0.0
1996,Oklahoma,1,0.0
1996,Oklahoma,2,0.0
1996,Oklahoma,3,3.0
1996,Oklahoma,4,0.0
1996,Oklahoma,5,0.0
1996,Oklahoma,6,0.0
1996,Oregon,1,4.0
1996,Oregon,2,0.0
1996,Oregon,3,4.0
1996,Oregon,4,4.0
1996,Oregon,5,1.0
1996,Pennsylvania,1,4.0
1996,Pennsylvania,2,4.0
1996,Pennsylvania,3,4.0
1996,Pennsylvania,4,4.0
1996,Pennsylvania,5,0.0
1996,Pennsylvania,6,4.0
1996,Pennsylvania,7,0.0
1996,Pennsylvania,8,0.0
1996,Pennsylvania,9,0.0
1996,Pennsylvania,10,0.0
1996,Pennsylvania,11,4.0
1996,Pennsylvania,12,4.0
1996,Pennsylvania,13,0.0
1996,Pennsylvania,14,4.0
1996,Pennsylvania,15,4.0
1996,Pennsylvania,16,0.0
1996,Pennsylvania,17,0.0
1996,Pennsylvania,18,4.0
1996,Pennsylvania,19,0.0
1996,Pennsylvania,20,4.0
1996,Pennsylvania,21,0.0
1996,Rhode Island,1,4.0
1996,Rhode Island,2,4.0
1996,South Carolina,1,0.0
1996,South Carolina,2,0.0
1996,South Carolina,3,0.0
1996,South Carolina,4,0.0
1996,South Carolina,5,4.0
1996,South Carolina,6,4.0
1996,South Dakota,1,3.0
1996,Tennessee,1,0.0
1996,Tennessee,2,0.0
1996,Tennessee,3,0.0
1996,Tennessee,4,0.0
1996,Tennessee,5,4.0
1996,Tennessee,6,4.0
1996,Tennessee,7,0.0
1996,Tennessee,8,4.0
1996,Tennessee,9,4.0
1996,Texas,1,4.0
1996,Texas,2,4.0
1996,Texas,3,0.0
1996,Texas,4,4.0
1996,Texas,5,3.0
1996,Texas,6,0.0
1996,Texas,7,0.0
1996,Texas,8,0.0
1996,Texas,9,1.0
1996,Texas,10,4.0
1996,Texas,11,4.0
1996,Texas,12,3.0
1996,Texas,13,0.0
1996,Texas,14,3.0
1996,Texas,15,4.0
1996,Texas,16,4.0
1996,Texas,17,4.0
1996,Texas,18,4.0
1996,Texas,19,0.0
1996,Texas,20,4.0
1996,Texas,21,0.0
1996,Texas,22,0.0
1996,Texas,23,0.0
1996,Texas,24,4.0
1996,Texas,25,4.0
1996,Texas,26,0.0
1996,Texas,27,4.0
1996,Texas,28,4.0
1996,Texas,29,4.0
1996,Texas,30,4.0
1996,Utah,1,0.0
1996,Utah,2,0.0
1996,Utah,3,3.0
1996,Vermont,1,8.0
1996,Virginia,1,0.0
1996,Virginia,2,4.0
1996,Virginia,3,4.0
1996,Virginia,4,4.0
1996,Virginia,5,4.0
1996,Virginia,6,0.0
1996,Virginia,7,0.0
1996,Virginia,8,4.0
1996,Virginia,9,4.0
1996,Virginia,10,0.0
1996,Virginia,11,0.0
1996,Washington,1,0.0
1996,Washington,2,0.0
1996,Washington,3,0.0
1996,Washington,4,0.0
1996,Washington,5,0.0
1996,Washington,6,4.0
1996,Washington,7,4.0
1996,Washington,8,0.0
1996,Washington,9,1.0
1996,West Virginia,1,4.0
1996,West Virginia,2,4.0
1996,West Virginia,3,4.0
1996,Wisconsin,1,0.0
1996,Wisconsin,2,0.0
1996,Wisconsin,3,1.0
1996,Wisconsin,4,4.0
1996,Wisconsin,5,4.0
1996,Wisconsin,6,0.0
1996,Wisconsin,7,4.0
1996,Wisconsin,8,1.0
1996,Wisconsin,9,0.0
1996,Wyoming,1,0.0
1998,Alabama,1,0.0
1998,Alabama,2,0.0
1998,Alabama,3,0.0
1998,Alabama,4,0.0
1998,Alabama,5,4.0
1998,Alabama,6,0.0
1998,Alabama,7,4.0
1998,Alaska,1,0.0
1998,Arizona,1,0.0
1998,Arizona,2,4.0
1998,Arizona,3,0.0
1998,Arizona,4,0.0
1998,Arizona,5,0.0
1998,Arizona,6,0.0
1998,Arkansas,1,4.0
1998,Arkansas,2,4.0
1998,Arkansas,3,0.0
1998,Arkansas,4,0.0
1998,California,1,1.0
1998,California,2,0.0
1998,California,3,3.0
1998,California,4,0.0
1998,California,5,4.0
1998,California,6,4.0
1998,California,7,4.0
1998,California,8,4.0
1998,California,9,4.0
1998,California,10,4.0
1998,California,11,0.0
1998,California,12,4.0
1998,California,13,4.0
1998,California,14,4.0
1998,California,15,0.0
1998,California,16,4.0
1998,California,17,4.0
1998,California,18,4.0
1998,California,19,0.0
1998,California,20,4.0
1998,California,21,0.0
1998,California,22,4.0
1998,California,23,0.0
1998,California,24,4.0
1998,California,25,0.0
1998,California,26,4.0
1998,California,27,0.0
1998,California,28,0.0
1998,California,29,4.0
1998,California,30,4.0
1998,California,31,4.0
1998,California,32,4.0
1998,California,33,4.0
1998,California,34,4.0
1998,California,35,4.0
1998,California,36,3.0
1998,California,37,4.0
1998,California,38,0.0
1998,California,39,0.0
1998,California,40,0.0
1998,California,41,0.0
1998,California,42,4.0
1998,California,43,0.0
1998,California,44,0.0
1998,California,45,0.0
1998,California,46,4.0
1998,California,47,0.0
1998,California,48,0.0
1998,California,49,0.0
1998,California,50,4.0
1998,California,51,0.0
1998,California,52,0.0
1998,Colorado,1,4.0
1998,Colorado,2,4.0
1998,Colorado,3,0.0
1998,Colorado,4,0.0
1998,Colorado,5,0.0
1998,Colorado,6,0.0
1998,Connecticut,1,4.0
1998,Connecticut,2,4.0
1998,Connecticut,3,4.0
1998,Connecticut,4,0.0
1998,Connecticut,5,4.0
1998,Connecticut,6,0.0
1998,Delaware,1,0.0
1998,Florida,1,0.0
1998,Florida,2,4.0
1998,Florida,3,4.0
1998,Florida,4,0.0
1998,Florida,5,4.0
1998,Florida,6,0.0
1998,Florida,7,0.0
1998,Florida,8,0.0
1998,Florida,9,0.0
1998,Florida,10,0.0
1998,Florida,11,4.0
1998,Florida,12,0.0
1998,Florida,13,0.0
1998,Florida,14,0.0
1998,Florida,15,0.0
1998,Florida,16,0.0
1998,Florida,17,4.0
1998,Florida,18,0.0
1998,Florida,19,4.0
1998,Florida,20,4.0
1998,Florida,21,0.0
1998,Florida,22,0.0
1998,Florida,23,4.0
1998,Georgia,1,0.0
1998,Georgia,2,4.0
1998,Georgia,3,0.0
1998,Georgia,4,4.0
1998,Georgia,5,4.0
1998,Georgia,6,0.0
1998,Georgia,7,0.0
1998,Georgia,8,0.0
1998,Georgia,9,0.0
1998,Georgia,10,0.0
1998,Georgia,11,0.0
1998,Hawaii,1,4.0
1998,Hawaii,2,4.0
1998,Idaho,1,0.0
1998,Idaho,2,0.0
1998,Illinois,1,4.0
1998,Illinois,2,4.0
1998,Illinois,3,4.0
1998,Illinois,4,4.0
1998,Illinois,5,4.0
1998,Illinois,6,0.0
1998,Illinois,7,4.0
1998,Illinois,8,0.0
1998,Illinois,9,4.0
1998,Illinois,10,0.0
1998,Illinois,11,0.0
1998,Illinois,12,4.0
1998,Illinois,13,0.0
1998,Illinois,14,0.0
1998,Illinois,15,0.0
1998,Illinois,16,0.0
1998,Illinois,17,4.0
1998,Illinois,18,0.0
1998,Illinois,19,4.0
1998,Illinois,20,0.0
1998,Indiana,1,4.0
1998,Indiana,2,0.0
1998,Indiana,3,4.0
1998,Indiana,4,0.0
1998,Indiana,5,0.0
1998,Indiana,6,0.0
1998,Indiana,7,0.0
1998,Indiana,8,0.0
1998,Indiana,9,4.0
1998,Indiana,10,4.0
1998,Iowa,1,0.0
1998,Iowa,2,0.0
1998,Iowa,3,4.0
1998,Iowa,4,0.0
1998,Iowa,5,0.0
1998,Kansas,1,0.0
1998,Kansas,2,0.0
1998,Kansas,3,1.0
1998,Kansas,4,0.0
1998,Kentucky,1,0.0
1998,Kentucky,2,0.0
1998,Kentucky,3,0.0
1998,Kentucky,4,1.0
1998,Kentucky,5,0.0
1998,Kentucky,6,3.0
1998,Louisiana,1,0.0
1998,Louisiana,2,4.0
1998,Louisiana,3,0.0
1998,Louisiana,4,0.0
1998,Louisiana,5,0.0
1998,Louisiana,6,0.0
1998,Louisiana,7,0.0
1998,Maine,1,4.0
1998,Maine,2,4.0
1998,Maryland,1,4.0
1998,Maryland,2,4.0
1998,Maryland,3,0.0
1998,Maryland,4,0.0
1998,Maryland,5,4.0
1998,Maryland,6,4.0
1998,Maryland,7,4.0
1998,Maryland,8,0.0
1998,Massachusetts,1,4.0
1998,Massachusetts,2,0.0
1998,Massachusetts,3,4.0
1998,Massachusetts,4,4.0
1998,Massachusetts,5,4.0
1998,Massachusetts,6,4.0
1998,Massachusetts,7,4.0
1998,Massachusetts,8,4.0
1998,Massachusetts,9,4.0
1998,Massachusetts,10,4.0
1998,Michigan,1,4.0
1998,Michigan,2,4.0
1998,Michigan,3,4.0
1998,Michigan,4,0.0
1998,Michigan,5,0.0
1998,Michigan,6,0.0
1998,Michigan,7,4.0
1998,Michigan,8,0.0
1998,Michigan,9,0.0
1998,Michigan,10,4.0
1998,Michigan,11,4.0
1998,Michigan,12,4.0
1998,Michigan,13,0.0
1998,Michigan,14,4.0
1998,Michigan,15,4.0
1998,Michigan,16,4.0
1998,Minnesota,1,4.0
1998,Minnesota,2,4.0
1998,Minnesota,3,0.0
1998,Minnesota,4,4.0
1998,Minnesota,5,0.0
1998,Minnesota,6,4.0
1998,Minnesota,7,4.0
1998,Minnesota,8,4.0
1998,Mississippi,1,4.0
1998,Mississippi,2,4.0
1998,Mississippi,3,0.0
1998,Mississippi,4,4.0
1998,Mississippi,5,0.0
1998,Missouri,1,1.0
1998,Missouri,2,4.0
1998,Missouri,3,4.0
1998,Missouri,4,0.0
1998,Missouri,5,4.0
1998,Missouri,6,4.0
1998,Missouri,7,4.0
1998,Missouri,8,4.0
1998,Missouri,9,0.0
1998,Montana,1,6.0
1998,Nebraska,1,0.0
1998,Nebraska,2,0.0
1998,Nebraska,3,0.0
1998,Nevada,1,0.0
1998,Nevada,2,0.0
1998,New Hampshire,1,1.0
1998,New Hampshire,2,0.0
1998,New Jersey,1,0.0
1998,New Jersey,2,0.0
1998,New Jersey,3,4.0
1998,New Jersey,4,0.0
1998,New Jersey,5,0.0
1998,New Jersey,6,0.0
1998,New Jersey,7,0.0
1998,New Jersey,8,4.0
1998,New Jersey,9,0.0
1998,New Jersey,10,4.0
1998,New Jersey,11,4.0
1998,New Jersey,12,4.0
1998,New Jersey,13,0.0
1998,New Mexico,1,1.0
1998,New Mexico,2,4.0
1998,New Mexico,3,0.0
1998,New York,1,0.0
1998,New York,2,4.0
1998,New York,3,0.0
1998,New York,4,0.0
1998,New York,5,0.0
1998,New York,6,4.0
1998,New York,7,4.0
1998,New York,8,4.0
1998,New York,9,4.0
1998,New York,10,4.0
1998,New York,11,4.0
1998,New York,12,4.0
1998,New York,13,4.0
1998,New York,14,4.0
1998,New York,15,0.0
1998,New York,16,4.0
1998,New York,17,4.0
1998,New York,18,4.0
1998,New York,19,4.0
1998,New York,20,4.0
1998,New York,21,0.0
1998,New York,22,0.0
1998,New York,23,4.0
1998,New York,24,0.0
1998,New York,25,0.0
1998,New York,26,0.0
1998,New York,27,0.0
1998,New York,28,4.0
1998,New York,29,0.0
1998,New York,30,4.0
1998,New York,31,4.0
1998,North Carolina,1,0.0
1998,North Carolina,2,0.0
1998,North Carolina,3,4.0
1998,North Carolina,4,4.0
1998,North Carolina,5,0.0
1998,North Carolina,6,4.0
1998,North Carolina,7,0.0
1998,North Carolina,8,0.0
1998,North Carolina,9,4.0
1998,North Carolina,10,3.0
1998,North Carolina,11,0.0
1998,North Carolina,12,0.0
1998,North Dakota,1,0.0
1998,Ohio,1,4.0
1998,Ohio,2,4.0
1998,Ohio,3,0.0
1998,Ohio,4,0.0
1998,Ohio,5,4.0
1998,Ohio,6,0.0
1998,Ohio,7,0.0
1998,Ohio,8,4.0
1998,Ohio,9,0.0
1998,Ohio,10,0.0
1998,Ohio,11,4.0
1998,Ohio,12,4.0
1998,Ohio,13,4.0
1998,Ohio,14,0.0
1998,Ohio,15,4.0
1998,Ohio,16,4.0
1998,Ohio,17,0.0
1998,Ohio,18,0.0
1998,Ohio,19,4.0
1998,Oklahoma,1,0.0
1998,Oklahoma,2,0.0
1998,Oklahoma,3,0.0
1998,Oklahoma,4,0.0
1998,Oklahoma,5,0.0
1998,Oklahoma,6,0.0
1998,Oregon,1,0.0
1998,Oregon,2,0.0
1998,Oregon,3,4.0
1998,Oregon,4,0.0
1998,Oregon,5,4.0
1998,Pennsylvania,1,4.0
1998,Pennsylvania,2,4.0
1998,Pennsylvania,3,4.0
1998,Pennsylvania,4,4.0
1998,Pennsylvania,5,4.0
1998,Pennsylvania,6,4.0
1998,Pennsylvania,7,0.0
1998,Pennsylvania,8,4.0
1998,Pennsylvania,9,0.0
1998,Pennsylvania,10,0.0
1998,Pennsylvania,11,0.0
1998,Pennsylvania,12,0.0
1998,Pennsylvania,13,4.0
1998,Pennsylvania,14,4.0
1998,Pennsylvania,15,1.0
1998,Pennsylvania,16,4.0
1998,Pennsylvania,17,3.0
1998,Pennsylvania,18,0.0
1998,Pennsylvania,19,0.0
1998,Pennsylvania,20,4.0
1998,Pennsylvania,21,0.0
1998,Rhode Island,1,4.0
1998,Rhode Island,2,0.0
1998,South Carolina,1,4.0
1998,South Carolina,2,4.0
1998,South Carolina,3,0.0
1998,South Carolina,4,0.0
1998,South Carolina,5,0.0
1998,South Carolina,6,0.0
1998,South Dakota,1,4.0
1998,Tennessee,1,4.0
1998,Tennessee,2,0.0
1998,Tennessee,3,0.0
1998,Tennessee,4,0.0
1998,Tennessee,5,0.0
1998,Tennessee,6,0.0
1998,Tennessee,7,4.0
1998,Tennessee,8,4.0
1998,Tennessee,9,0.0
1998,Texas,1,4.0
1998,Texas,2,4.0
1998,Texas,3,4.0
1998,Texas,4,4.0
1998,Texas,5,0.0
1998,Texas,6,4.0
1998,Texas,7,0.0
1998,Texas,8,0.0
1998,Texas,9,0.0
1998,Texas,10,0.0
1998,Texas,11,4.0
1998,Texas,12,4.0
1998,Texas,13,4.0
1998,Texas,14,0.0
1998,Texas,15,0.0
1998,Texas,16,0.0
1998,Texas,17,4.0
1998,Texas,18,4.0
1998,Texas,19,4.0
1998,Texas,20,4.0
1998,Texas,21,0.0
1998,Texas,22,4.0
1998,Texas,23,0.0
1998,Texas,24,0.0
1998,Texas,25,0.0
1998,Texas,26,4.0
1998,Texas,27,4.0
1998,Texas,28,0.0
1998,Texas,29,4.0
1998,Texas,30,4.0
1998,Utah,1,4.0
1998,Utah,2,4.0
1998,Utah,3,0.0
1998,Vermont,1,0.0
1998,Virginia,1,0.0
1998,Virginia,2,8.0
1998,Virginia,3,0.0
1998,Virginia,4,4.0
1998,Virginia,5,4.0
1998,Virginia,6,4.0
1998,Virginia,7,4.0
1998,Virginia,8,0.0
1998,Virginia,9,0.0
1998,Virginia,10,4.0
1998,Virginia,11,4.0
1998,Washington,1,0.0
1998,Washington,2,0.0
1998,Washington,3,1.0
1998,Washington,4,0.0
1998,Washington,5,1.0
1998,Washington,6,0.0
1998,Washington,7,0.0
1998,Washington,8,4.0
1998,Washington,9,4.0
1998,West Virginia,1,0.0
1998,West Virginia,2,4.0
1998,West Virginia,3,4.0
1998,Wisconsin,1,4.0
1998,Wisconsin,2,4.0
1998,Wisconsin,3,0.0
1998,Wisconsin,4,1.0
1998,Wisconsin,5,4.0
1998,Wisconsin,6,4.0
1998,Wisconsin,7,4.0
1998,Wisconsin,8,0.0
1998,Wisconsin,9,4.0
1998,Wyoming,1,3.0
2000,Alabama,1,0.0
2000,Alabama,2,0.0
2000,Alabama,3,0.0
2000,Alabama,4,0.0
2000,Alabama,5,0.0
2000,Alabama,6,0.0
2000,Alabama,7,4.0
2000,Alaska,1,0.0
2000,Arizona,1,4.0
2000,Arizona,2,0.0
2000,Arizona,3,0.0
2000,Arizona,4,4.0
2000,Arizona,5,0.0
2000,Arizona,6,0.0
2000,Arkansas,1,0.0
2000,Arkansas,2,0.0
2000,Arkansas,3,4.0
2000,Arkansas,4,4.0
2000,California,1,0.0
2000,California,2,1.0
2000,California,3,4.0
2000,California,4,0.0
2000,California,5,0.0
2000,California,6,0.0
2000,California,7,4.0
2000,California,8,4.0
2000,California,9,4.0
2000,California,10,4.0
2000,California,11,4.0
2000,California,12,4.0
